EntidadID;Descripcion-es;Description-en
JUGDDUCN;Cianori ya no aparece en la lista de partidos de 1803 presentado en (([[:fuentes:pietschmann]])), y tampoco se menciona en las guías de forasteros más tardíos. Probablemente, al erigirse el partido de Canelas ca. 1803, Cianori fue agregado a Tamazula - pueblo que se había separado de Cianori en 1798 o 1799.;dummy
JUGDDUCO;Coneto fue alcaldía mayor por algo más de una década en el siglo XVII (([[:fuentes:gerhard-north]])), pero en el siglo XVIII no figura entre las jurisdicciones - aunque hay una mención oscura de un alcalde mayor de las minas de Coneto (Antonio Mendiola) en 1771 (([[:fuentes:indice-ahed]])). Entre 1803 y 1808 se estableció una subdelegación en Coneto - en los demás períodos fue parte de San Juan del Río.;dummy
JUGDDUCR;"Hay un alcalde mayor del Real de Cosihuiriachi durante todo el período 1701-1808, pero su composición territorial no es  clara. Como en muchos casos donde había  misiones jesuíticas, por su independencia, no disponemos de suficientes datos para deteminar con certidumbre si las misiones del valle de San Pablo con su cabecera en San Francisco Borja, fue parte del partido administrativo de Cosihuiriachic o Ciénega de los Olivos. Se complica el analisis por la división de las misiones franciscanas en la zona en ""partidos"", por lo que no está siempre claro si la mención se refiere a un ámbito civil o eclesiástico. También existe una ""misión antigua de San Joaquín y Santa Ana"" (=la zona de que se habla) y una contigua ""misión nueva de San Joaquín y Santa Ana"", definitivamente parte de Cosihuiriachi (([[:fuentes:valdes]]. Lo mismo ocurre con un pueblo Saguarichic cerca de San Francisco Borja y un antiguo real de Saguarichic que puede haber estado al norte de Cosihuiriachic (cerca de Ciudad Cuahtemoc) (([[:fuentes:marquez-terrazas-3]], p. 82)). Una descripción del ""partido de San Bernabé de Cusihuiriachic"" de 1676 menciona a Saguarichi y ""San Joaquín y Santa Ana"" como dentro del partido (([[:fuentes:gerhard-north]])) las ubica en Cosihuiriachic, (([[:fuentes:tanck]])) en Ciénaga. Puede ser también que fueron transferidas en algún momento anterior de 1800.  El subdelegado de Ciénega menciona el pueblo de Cuevas dentro de su distrito en 1807, y en otro informe el mismo subdelegado habla de homicidios en su distrito y menciona los lugares de Tacuarichi (=Tehuerichi) y Baquirrachi (= Baqueachi) como pertenecientes a su distrito (([[:fuentes:documentos-mexico-4-3]], p. 28-29; 43)) - ambos lugares que tanto Tanck de Estrada como Peter Gerhard ubican en Cosihuiriachic. Además, cuando se crea una subdelegación independiente de Basuchil, ésta contiene tres pueblos de indios (([[:fuentes:florescano-gil-3]])), pero todavía no he encontrado evidencia sobre cuáles fueron.";dummy
JUGDDUCS;"San Francisco de Conchos fue un presidio importante del norte de Nueva Vizcaya. Su jefe actuó como justicia mayor en un vasto territorio hasta el Río Grande. En materias de guerra, el presidio de Conchos fue responsable para la protección de toda la zona tarahumara alta - Basuchil, Nonoava y  Norogachi inclusive.  El ámbito de jurisdicción propia, sin embargo, se redujo a las zonas donde no existían alcaldías mayores. En todo caso, con la fundación de Chihuahua y nuevos presidios en el norte, la jurisdicción de Conchos se redujo considerablemente, sin que se conciese dónde exactamente fueron los linderos. El capitán del presidio en varias ocasiones fue llamado ""alcalde mayor"" - sobre todo José de Berrotarán, quien ejerció esta función entre 1746 y 1759 (([[:fuentes:ortelli-2]])).";dummy
JUGDDUCT;La situación administrativa de Canatlán es algo confusa. Gerhard (([[:fuentes:gerhard-north]])) menciona un alcalde mayor en Canatlán en 1725, y también para esas fechas hay menciones sobre la abolición de un presidio en Canatlan por Barroterán en 1728 (([[:fuentes:historia-durango-2]], p. 312)). A partir de entonces, sin embargo, parece que formó parte de una jurisdicción combinada con San Juan del Rio, con un teniente de alcalde mayor, hasta constituirse en subdelegación propia en 1796.;dummy
JUGDDUDU;"Durango fue la capital oficial de Nueva Vizcaya, aunque hasta 1739, el gobernador residió en Parral. El distrito de Durango propio, como en 1750 fue ""público y notorio"", se gobernada directamente por los alcaldes ordinarios el cabildo de la capital, por lo que quejaron en 1750 cuando el gobernador les dictó que se restringiesen al recinto de la ciudad misma y que dejasen la justicia del campo en manos del teniente gobernador. Este conflicto de competencias fue típico, pero en Durango aún más porque en ocasiones ni existió teniente por los cortos recursos de la provincia (([[:fuentes:testimonio-nv-1750]],f.35. El fiscal de la audiencia de Guadalajara confirmó la posición del cabildo (Respuesta del fiscal y acuerdos del consejo de 12 y 19 de agosto de 1752: AGI,Guadalajara,110). El territorio en un principio se extendió muy poco, hacia los pueblos comarcanos de Analco, Tunal y Bayacora y algunas haciendas. Con la instalación de la intendencia, el intendente adquirió el título de corregidor, cuyo territorio incluyó el de la cabecera de Durango, agregándose la zona de Pueblo Nuevo y Lajas a su distrito (([[:fuentes:florescano-gil-2]])).";dummy
JUGDDUEG;"San Pedro del Gallo fue presidio hasta 1751, pero no queda claro si tenía un distrito que iba más allá de las puertas del presidio o si cayó dentro del territorio del alcalde mayor de Mapimí (quien a la vez fue comandante del presidio de Mapimí) o del Reeal de Oro en asuntos de gobierno, justicia y hacienda.  Esto parece lógico considerando que El Gallo no dispuso de alcalde mayor y antes de instalarse el presidio había sido parte de la jurisdicción de Mapimí. Su posible pertenencia al Real de Oro se funda en un ""Extracto de novedades de provincias internas"" (5 de abril de 1784): AGI,Guadalajara,285, que menciona las haciendas (en realidad ranchos) del Casco y Neichi (=Naecha) como ""de la jurisdicción de Oro"", mientras que otro documento en el mismo legajo lo menciona como de la ""jurisdicción de El Gallo"".  Sea como sea, la mención de El Gallo como alcaldía en 1777 (([[:fuentes:guadalajara,301]])) y la existencia de un censo jurisdiccional de 1772 ((citado por Swann (([[:fuentes:swann]], vol. 2, p.607)) hacen suponer que fue considerado un propio distrito. El padrón de San Pedro del Gallo de 1778 (AGI,Indiferente,102) menciona la casa del alcalde Miguel de la Riva, sin mención de otras parcialidades del distrito.  El Gallo no aparece como subdelegación propia en 1792, pero sí en la lista de subdelegaciones de 1796 (([[:fuentes:alcauter]])), así como guías de forasteros y documentos administrativos a partir de entonces.";dummy
JUGDDUGC;"Para Gerhard (([[:fuentes:gerhard-north]])) existe una continuidad de Guanacevi como centro administrativo desde principios del siglo XVI hasta fines de la Colonia. Sin embargo,  después de 1708 encuentro solo menciones de la ""jurisdicción"", sin indicar qué oficial estuviese en cargo. Así, como más tarde (a partir de ca 1725) en Papasquiaro,  esta zona  parece no haber dispuesto de alcaldes mayores, por lo menos hasta la secularización de las misiones en 1753. En 1757, se menciona un ""teniente de alcalde mayor"", lo que también indica que fue agregado de otra jurisdicción. Figura en la lista de alcaldías mayores de 1777 (AGI,Guadalajara,301), y luego se convierte en subdelegación.";dummy
JUGDDUGM;Gerhard (([[:fuentes:gerhard-north]])) dice que la alcaldía mayor de Minas de San Diego del Rio, creada ca 1757, para 1785 cambió su sede a Guarisamey, aunque todavía en 1787 se habla de la alcaldía mayor de San Diego del Rio.  Gerhard (([[:fuentes:gerhard-north]])) y otros autores (([[:fuentes:hg-durango-cramaussel]], p. 163)) arguyen que, tras el establecimiento de la intendencia, San Diego/Lajas  hubiesen pasado a la jurisdicción de Durango. Sin embargo, el atlas de los pueblos de indios de Tanck (([[:fuentes:tanck]])) identifica la zona todavía como parte de Guarisamey. Cramaussel se apoya en un documento de 1791 (Biblioteca Pública del Estado de Jalisco, Archivo de la Real Audiencia, Ramo Civil y Criminal, 187-7), que ubica los pueblos dentro de la jurisdicción de Durango. Otro problema es que no sabemos a qué jurisdicción perteneció Guarisamey en la primera mitad del siglo XVIII. Gerhard (([[:fuentes:gerhard-north]])) apuesta por Topia/Siánori, pero es que ignora la existencia de San Andrés Guapijuje/San Andrés de la Sierra (s.v.) para esas fechas. Así, Guarisamey podría haber pertenecido a San Andrés Guapijuje o a Lajas/Mezquital.;dummy
JUGDDUGQ;El territorio de Guajoquilla formó parte de la jurisdicción de valle de San Bartolomé hasta erigirse un presidio en la zona, que aparentemente tenía su propio ámbito de jurisdicción. Gerhard (([[:fuentes:gerhard-north]])) dice que el presidio hubiese sido reformado en 1774 y su oficial continuado como alcalde mayor. Aparecer Guajoquilla en la lista de 1777 (AGI, Guadalajara, 301) y en su padrón de vecinos (AGI,Indiferente,1526) se menciona su alcalde mayor Joaquín Ruiz Rey.  También las guías de forasters en las listas de subdelegaciones mencionan que el subdelegado de Guajoquilla simplemente fuera el capitán del presidio.;dummy
JUGDDUGZ;Una alcaldía mayor de Guazamota y sus fronteras fue creada en 1693 (([[:fuentes:gerhard-north]])), pero no sabemos si ésta duró mucho. Puede ser  que con la erección del gobierno de Nayarit en 1721 y el subsiguiente nombramiento de un alcalde mayor en Mezquital, Guazamota se reintegó en Mezquital.;dummy
JUGDDUIN;La Alcaldía mayor del Real de Indé originalmente tenía un territorio amplio, inclusive San Miguel de Bocas y Cerro Gordo, que con el avance del tiempo iba disminuyendo. En la década de 1760, el alcalde mayor las más de las veces estuvo en el Real de Oro por lo que a partir de ca 1777 se cambió oficialmente la cabecera. Para evitar confusiones, decidimos definir una entidad distinta (JUGDDURO) en vez de simplemente cambiar el nombre porque ya en 1798 o 1799 Indé y Real de Oro se separaron de nuevo.;dummy
JUGDDUJA;"El real de San Joaquin de los Arrieros aparece en una lista de partidos de 1777 (([[:fuentes:AGI, Guadalajara,301c]])). Además, el (([[:fuentes:padron-tubares]])) de 1778 ubica a los pueblos de Concepción y San Ignacio en la ""Provincia de Nueva Vizcaya, de la Alcaldía de San Juachín de los Harrieros"". Aparentemente el distrito fue creado después de la sentencia favorable en el litigio sobre el area con el gobierno de Sinaloa, en 1772, pero por lo menos en 1774 y probablemente en 1776 fue parte de Batopilas (([[:fuentes:protocolos-parral]])).";dummy
JUGDDUJR;Existen continuas menciones de la jurisdicción de San Juan del Río durante todo el período.;dummy
JUGDDUJU;Julimes fue tenencia del corregimiento de Chihuahua, y en 1793 fue erigido en subdelegación.;dummy
JUGDDUMA;"Mapimí fue presidio militar hasta 1750, y su comandante a veces se tituló alcalde mayor. Sin embargo, aparentemente no con título oficial. En 1749 el vecindario de Mapimí, donde se hallaba un mineral y ""copio"" de haciendas de fundición, se quejó de que el capitán abusase su posición para monopolizar el beneficio de las minas y forzar a los vecinos de abandonar sus minas. Por esto, el gobernador dispuso la reforma del presidio, ""probeyendo (con aprobazión del vezindario) un juez en lo político y dándole al capitán otro destino"" (([[:fuentes:testimonio-nv-1750]],f.2. Así, la jurisdicción de Mapimí continuó como alcaldía, aunque posiblemente su cabildo se suspendió en algunos momentos, sujetándose a alcaldía mayor. Un informe de 1780 da una descripción corta del distrito, y analiza la situación producida por la erección en villa  (AGI,Guadalajara,283,Nr.291,doc.2 ""Ynforme [...] de las jurisdicciones de Parras, Saltillo y Mapimí""): ""Desde que el real se erigió en villa viven sus vezinos en la mayor desunión por lo que considero sería conveniente reducir su cavildo a un solo justicia o alcalde mayor que atendiese con imparcialidad al desempeño de sus obligaciones"".";dummy
JUGDDUME;"Acerca de la inconstancia y problemática de jurisdicciones de Nueva Vizcaya/de la intendencia de Durango, cf. la descripción de la provincia! (([[:fuentes:gerhard-north]])) menciona la existencia de un alcalde mayor de Milpillas, con el agregado de Mezquital,  para 1693. Documentos del Archivo Histórico de Parral mencionan una alcaldía mayor de Lajas en 1701 y 1716 (([[:fuentes:microfilm-parral]])). En lo sucesivo, Lajas/Melpillas y Mezquital tomaron diferentes rumbos administrativos. Según la guía de forasteros de 1792 todavía no hubo  subdelegado para Mezquital, en 1796 ya lo hubo (([[:fuentes:alcauter]])). En 1723 se nombró José Eusebio de Rojo como alcalde mayor para San Francisco de Mezquital (([[:fuentes:indice-ahed]])). También está verificada la existencia de la jurisdicción para 1760 y 1777 (([[:fuentes:gerhard-north]])) sostiene que hubiese existido también un  subdelegado separado para ""Pueblo Nuevo, Lajas y Milpillas"" en los últimos años de la Colonia, pero no se menciona este oficio en ningún documento que yo hubiera visto.";dummy
JUGDDUMN;"El Real de San Diego de Minas Nuevas en la primera década del siglo XVIII fue gobernado por un ""teniente de alcalde mayor"", pero no había alcalde mayor el Parral, que fue distrito del gobernador de Nueva Vizcaya (quien tal vez se agregó el título de alcalde mayor de Parral). Hay alguna confusión porque en Babonoyaba y luego en Nombre de Dios hubo un teniente de alcalde mayor (Blas Cano de los Ríos), dependiente de Minas Nuevas.  Así, hasta 1728 - como fechas mínimas - parece que hubo alcaldes mayores propios para Minas Nuevas (([[:fuentes:microfilm-parral]])).  En 1740, encontramos otra vez un ""teniente"" y en 1760 hay un ""teniente general"" Manuel de Vigo, quien en 1762 se (auto-?)titula ""alcalde mayor"" (([[:fuentes:ortelli]])). A partir de entonces solo encontramos referencias a justicias mayores para el territorio junto de ""Parral y Minas Nuevas"". En los padrones de población de 1777 y 1778, Parral y Minas Nuevas tienen uno en común (([[:fuentes:padron-parral]])). Según parece por los nombres de ranchos del partido de Minas Nuevas, el partido de Parral mismo fue reducido a la villa y tierras directamente colindantes, mientras que la administración territorial recayó en manos del oficial de Minas Nuevas.También se menciona el pueblo de San Felipe como parte de la jurisdicción de Minas Nuevas en 1715 (([[:fuentes:microfilm-parral]]";dummy
JUGDDUND;Gerhard (([[:fuentes:gerhardNE]])) menciona Atotonilco como pueblo de Nombre de Dios, aunque indica que fue posiblemente transferido a Mezquital antes de 1777. El atlas de Tanck (([[:fuentes:tanck]])) ubica Atotonilco todavía dentro de Nombre de Dios en 1800. Aunque en el padrón de 1777 (AGI, Guadalajara,255) está en Mezquital y también hoy forma parte del municipio de Mezquital, suponemos que para la administración civil siguió siendo parte de Nombre de Dios durante todo el período 1701-1808.;dummy
JUGDDUNP;El real de San Juan Nepomuceno aparece en una lista de partidos de 1777 (AGI, Guadalajara,301). Aparentemente el distrito fue creado después de la sentencia favorable en el litigio sobre el area con el gobierno de Sinaloa, en 1772.;dummy
JUGDDUPL;"Parral fue capital (inoficial) de Nueva Vizcaya durante las primeras décadas del siglo XVIII. Como Durango, no existió un administrador local propio, sino que fue distrito de gobierno directo del gobernador junto con las instituciones municipales. Sin embargo, a partir de 1725 sí se encuentra la figura de un alcalde mayor de Parral. En 1730, hay un juicio de residencia contra un alcalde mayor de ""Parral y sus agregados"" y sus tenientes, y se menciona un ""teniente del partido de Santa Cruz y Nicolás Tolentino"", por lo que se puede inferir que en ese momento la parte norte de Ciénega de los Olivos perteneció a la jurisdicción de Parral, mientras que Ciénega mismo fue parte de Santa Bárbara. Gerhard (([[:fuentes:gerhard-north]])) comete un error al atribuir los territorios de las haciendas de Sapién, La Gomera y Tule a la jurisdicción de Parral. Tanto en los padrones de 1777/8 (AGI,Indiderente,102) como de 1783 (([[:fuentes:rootspoint]])) y otros documentos del archivo histórico municipalde Parral dan evidencia de que esa zona fue parte de la jurisdicción de valle de San Bartolomé.";dummy
JUGDDUPP;"Es difícil encontrar informaciones acerca de la constelación de poder y administración en Papasquiaro durante buena parte del siglo XVIII.  Son muy frecuentes las referencias al territorio como ""jurisdicción de Papasquiaro"", pero alcaldes mayores solo he encontrado en documentos hasta 1725 y una referencia a un ""alcalde"" en 1760. Este silencio caracteriza todas las zonas de misiones jesuíticas de la ""provincia de Tepehuanes"", desde Papasquiaro por Guanaceví hasta San Miguel de Bocas. Aparece como alcaldía mayor en una lista de 1777 (AGI,Guadalajara,301) y luego se convierte en subdelegación.";dummy
JUGDDUPS;"Parras y Saltillo fue una alcaldía mayor de Nueva Vizcaya, dividida entre los obispados de Durango (Parras) y Guadalajara/Linares (Saltillo). En algunas ocasiones puede haber habido alcaldes mayores para ambos lugares, como insinúa (([[:fuentes:gerhard-north]])), pero por lo común que un alcalde mayor gobernaba ambos partidos - aunque a veces se omite la referencia a un u otro lugar. En las últimas décadas de la alcaldía mayor, el alcalde mayor residió en Parras y mantuvo teniente en Saltillo (([[:fuentes:scott-offutt]])). En algunas ocasiones donde  títulos de documentos podrían hacer pensar que podría haber dos alcaldes diferentes (""Diligencias practicadas por Don Manuel Garces Alcalde Mayor de Santa Maria de las Parras y por el de Santiago del Saltillo"", 1724 (([[:fuentes:microfilm-parral]]))  hemos comprobado que en ese momento un alcalde mayor (Manuel Garcés) estuvo en cargo de ambos partidos. En 1785 fue ratificado el traslado de Parras y Saltillo a la gobernación de Coahuila, pero esta transferencia no se realizó antes de 1788. En 1790, el alcalde mayor todavía no se había remplazado por subdelegado. A partir de ca 1788, Parras y Saltillo fue parte del gobierno de Coahuila, pero con propio subdelegado directamente dependiente del intendente de San Luis Potosí, poniendo el partido en una posición especial.";dummy
JUGDDUSA;San Andres de la Sierra y San Andrés Guapijuje fueron centro de una alcaldía mayor en el siglo XVII, pero la zona iba en decadencia. Gerhard (([[:fuentes:gerhard-north]])) asumió que todo el area hubiese sido agregado a Ciánori/Topia en la primera mitad del siglo XVIII. Sin embargo, hemos localizado varios documentos que se refieren a un alcalde mayor de Guapijuje y una referencia a un alcalde mayor de Santa María de Otates (probablemente por tener allí su residencia) hasta 1740 (([[:fuentes:microfilm-parral]])). Parece que los nombramientos de alcaldes mayores fueron interrumpidos con sedisvacancias extensas y con nombramientos de justicias mayores para el partido. En una lista de 1777 (AGI, Guadalajara,301/AGI,Indiferente,1526), definitivamente figura como alcaldía mayor, y luego se convierte en subdelegación a pesar de haberse casi abandonado el lugar de San Andrés.;dummy
JUGDDUSC;Santa Catarina fue comunmente parte de la jurisdicción de Papasquiaro, pero  por lo menos durante dos cortos períodos se nombraron oficiales propios para el lugar: Entre 1721 y 1725 (por lo menos), hubo un alcalde mayor de Santa Catarina (([[:fuentes:gerhard-north]], [[:fuentes:microfilm-parral]])), y también se menciona un subdelegado propio para Santa Catarina, desde 1798, solo para ser reintegrado en Papasquiaro en algún momento entre 1803 y 1808. Sin embargo, Tepehuanes siempre tuvo un carácter propio y nunca se integró plenamente en Papasquiaro.;dummy
JUGDDUSI;En Santa Isabel se solaparon las zonas de influencia de Chihuahua y Cusihuiriachi. En el padrón de Cusihuiriachi, los españoles y castizos del territorio se administraron eclesiásticamente desde Cusihuiriachi, mientras que pueblos de indios en Cusihuiriachi (San Bernardino, Santa Cruz) formaron visitas de Santa Isabel (([[:fuentes:padron-cusihuiriachi]], [[:fuentes:padron-santaisabel]])). Pero sin embargo, el territorio de Santa Isabel inequivocamente perteneció al corregimiento de Chihuahua. Santa Isabel según Gerhard (([[:fuentes:gerhard-north]])) fue tenencia del corregimiento de Chihuahua, y en 1793 fue erigido en subdelegación.;dummy
JUGDDUTH;Tabahueto tenía su propio alcalde mayor por un par de años durante su bonanza, solo para luego ser reincorporado a Síanori (([[:fuentes:gerhard-north]], AGI,Guadalajara,301)).;dummy
JUGDDUTO;"Gerhard (([[:fuentes:gerhard-north]])) indica que en la segunda mitad del siglo XVIII, el alcalde mayor de Batopilas a veces tenía su residencia en Topago. En la lista de 1777 (AGI,Guadalajara,301), Topago aparece como alcaldía mayor propia, aunque Gerhard (([[:fuentes:gerhard-north]])) mantiene que formaron una jurisdicción común. Durante el regimen de intendencia, Topago aparece en la guía de 1799/1800 como partido regido por sus alcaldes ordinarios, y según Gerhard (([[:fuentes:gerhard-north]])) fue propia subdelegación entre 1803 y 1806. Muy probablemente, el partido de Guarapares mencionado por Pietschmann (([[:fuentes:pietschmann]])) para 1803 es idéntico al de Topago. Un informe sobre las misiones de la Tarahumara de 1803 dice que las misiones de Chinipas y Cerocahui estuvieran al cargo del subdelegado de Batopilas y sus bienes al cargo del ""alcalde de Topago"" - es decir que posinformó un distrito autónomo dentro de Batopilas (AGI,Mexico,2736). También menciona a Santa Ana y Guazapares como parte de la alcaldía.";dummy
JUGDDUTZ;"En un documento de 1805, el oficial de Tamazula solo se titula ""teniente de subdelegado"" (([[:fuentes:indice ahed]])), sin ser más específico.Los guías de forasteros continuamente testifican del oficio de subdelegado a partir de 1799. Puede ser que en 1805 el subdelegado tenía su residencia en Siánori otra vez y nombró teniente para Tamazula.";dummy
JUGDGDAG;Suchipila y Aguas Calientes, contrario a lo que dice(([[:fuentes:gerhard-north]])) formaron una entidad junta con un solo título durante todo el siglo XVIII hasta la instalación de intendencias (AGI,Mexico,1220).;dummy
JUGDGDAU;"Es una de las ""provincias subalternadas"" como se tituló a aquellas jurisdicciones de Nueva España que fueron subordinadas a la Audiencia de Guadalajara (AGI, Guadalajara,435). En 1795, existieron por lo menos los partidos de Ameca y Tecolotlan-Ayuca dentro de la subdelegación (AGI,Guadalajara,291).";dummy
JUGDGDBO;"El Real de Bolaños, a partir de una bonanza a mediados del siglo XVIII fue objeto de disputa entre Nueva Galicia y Nueva España porque se encontraba en las fronteras de San Luis Colotlán - que pertenecían a Nueva España - pero por ser población de españoles el alcalde mayor de Jerez nombró teniente para el real, administrando justicia, lo que provocó quejas de los vecinos y un juicio de competencias. A partir de fines de 1754 se nombraron corregidores de Bolaños desde México, y cuando se crean las intendencias, en el Plan de intendencias falta Bolaños. Sin embargo, ya en la guía de forasteros de 1793 (([[:fuentes:guia-mex-1793]])) se encuentra entre los subdelegados de Guadalajara el corregidor de Bolaños. En 1799, Tomás Martín Vallesteros es nombrado gobernador de Colotlán ""con agregación de la provincia de Nayarit y corregimiento de Bolaños""";dummy
JUGDGDCA;González Rizo(([[:fuentes:gonzalez-rizo]])) mantiene que durante el siglo XVIII hubo solo un funcionario para una jurisdicción común de Cajititlan y Tlajomulco, aunque con dos títulos de corregidor separados.;dummy
JUGDGDCP;En las guías de forasteros de 1799/1800 y 1803/1804, Compostela fue un propio partido. También en el compendio de Navarro-Noriega para 1813 constituye un propio partido. Sin embargo, la guía de 1808 no lo menciona, ni tampoco las de 1792/3 y 1797/8. Es de suponer que existió una complicada relación de poder entre el subdelegado de Tepic y el cabildo de Compostela, cuando lo hubo, independizándose completamente de por algunos períodos, solo para volver a encontrarse supeditado a Tepic en los ramos de hacienda y guerra.;dummy
JUGDGDCU;Dentro de Cuquio, existó Mezticacan como partido  con teniente, que también se distingue en documentos de la época de la intendencia (Lista de contribuciones a un donativo de 1795, AGI, Guadalajara,291) que incluía también el pueblo de indios de Acacico. También existió partido de Yahualica.;dummy
JUGDGDET;"Es una de las ""provincias subalternadas"" como se tituló a aquellas jurisdicciones de Nueva España que fueron subordinadas a la Audiencia de Guadalajara (AGI, Guadalajara,435).";dummy
JUGDGDGN;"Ya en 1710 el alcalde mayor de Guachinango tenía su residencia en Mascota, por lo que también se encuentran referencias a la alcaldía mayor de Mascota. Según el (([[:fuentes:theatro-americano]])), Mascota perteneció a Hostotipac en 1743, y así está también el el diccionario de Alcedo (([[:fuentes:alcedo]])), mientras que Huauchinango es otra, ""dilatada"" pero ""corta en sus productos"". Pero ya en una lista de jurisdicciones de 1760, se menciona a una AM de ""Mascota""y otra de ""San Sebastián"" (= Hostotipac). Puede tratarse de un simple error del Teatro americano, o había una segregación muy temporal.";dummy
JUGDGDHC;(([[:fuentes:gerhard-north]])) se quivocó al localizar algunos de los reales de minas de la jurisdicción por lo que sobreestimó la porción al sur del río Ameca perteneciente a la jurisdicción de Santa María.;dummy
JUGDGDHQ;Guajimic originalmente fue una de las misiones del nayar asociadas con la alcaldía mayor de Tequpespa/Santa María. Cuando se creó el gobierno de Nayarit, Guaynamota le fue anexado pero no Guaximic. En el Teatro americano (([[:fuentes:teatro-americano]])) se le menciona en la descripción de Colotlan, pero sin decir que le perteneciese territorialmente. Otros documentos, como un mapa de 1777 (AGI, MP-Mexico,344), así como el (([[:fuentes:gerhard-north]])) hacen sensible su agregación a Hostotipaquillo. Sin embargo, tanto vecinos de Camotlan (en Colotlan) y Jora (en Hostotipaquillo) reclamaron tierras en la zona ante la audiencia de Guadalajara, aunque existe cierta preferencia de asociar Guaximic con Jora (([[:fuentes:rojas-camotlan]])). Sin conocer el momento en que Guaximic realmente se agregó a Hostotipaquillo, nos ha parecido sensible asumir que con la segregación de Guaynamota, el alcalde mayor de Tequepexpa hubiese perdido su poder sobre todas las misiones. Por esta razón ubicamos a Guaximic en Hostotipaquilo a partir de 1721.;dummy
JUGDGDJU;En la lista de jurisdicciones de Guadalajara, tiene su propia entrada, pero según Gerhard (([[:fuentes:gerhard-north]])) y otras fuentes siempre fue unida a Aguasscalientes, con excepción de sedisvacancias cuando la Audiencia nombró alcaldes mayores interinos separados. Se convirtió en propia subdelegación con tenientes por lo menos en Tabaso, Jalpa, Nochixtlan, Huejucar (AGI, Guadalajara,291).;dummy
JUGDGDLA;Aparte de Teocaltiche (s.v.), en 1795 existió teniente de subdelegado por lo menos en el pueblo de Xalostitlan y Villa de Encarnación, y posiblemente en el pueblo de San Juan (AGI,Guadalajara,291);dummy
JUGDGDSB;San Blas fue establecido como puerto para el abastecimiento y comercio con Californa en 1768, con gobernador nombrado por el virrey, directamente sujeto a ese. La relación entre San Blas y el gobierno/intendencia de Guadalajara fue difícil, resistiendo el gobernador su sujeción a la intendencia como podemos desprender de una queja del intendente tan tardíamente como 1808 ()AGI,Indiferente,43: Informe del presidente, intendente y capitán general de Guadalajara sobre perjuicios [...] por querer ser independiente de aquella yntendencia el subdelegado de Marina del Puerto de San Blas. 27 de febrero de 1808)). Según un informe de 1791/2, población de Guaristemba  también formó parte de esa comandancia de marina por su ocupación de vigía (([[:fuentes:menendez-valdes]],p.84)).;dummy
JUGDGDSE;Según Gerhard (([[:fuentes:gerhard-north]])), Senticpac y Acaponeta durante algún período (1713, 1747-1757). En el AGI (Mexico,1220),  se encuentran dos nombramientos reales para tal jurisdicción de 1713 y 1747, pero aparecen como dato aislado. Generalmente, eran los gobernadores de Nueva Galicia quienes nombraron los alcaldes mayores.;dummy
JUGDGDSY;"Es una de las ""provincias subalternadas"" como se tituló a aquellas jurisdicciones de Nueva España que fueron subordinadas a la Audiencia de Guadalajara (AGI, Guadalajara,435).";dummy
JUGDGDTC;"Teocaltiche tiene una historia administrativa especialmente complicada. Los títulos de alcaldes mayores de Lagos solían comprender los ""pueblos llanos de Teocaltiche"", pero luego se vieron confrantados conel hecho que partes de la zona ya pertenecieron a Juchipila y que en Teocaltiche había corregidor independiente. Así , varios alcaldes mayores buscaron o abolir el oficio o agregarse el cargo, como efectivamente pasó en varias ocasiones. Sin embargo, más veces se nombraron corregidores propios, y conocemos también un número de alcaldes mayores de la jurisdicción de Teocaltiche entre 1708 y 1717, y luego en 1725, 1750 y 1789. El Teatro americano (([[:fuentes:teatro-americano]])) también lo considera alcaldía mayor propia en e la década de 1740, aunque sabemos que por lo menos en 1741 el alcalde mayor de Lagos fue a la vez corregidor de Teocaltiche. Becerra (([[:fuentes:becerra]])) presenta una lista de oficiales encargados del partido, aunque hay una laguna para la segunda mitad del siglo XVIII. El plan de intendencias consideró a Teocaltichi como ""agregado"" de Lagos y otro documento de 1789 menciona a Teocaltiche ya como tenientazgo de Lagos (([[:fuentes:menendez-valdes]],p.45)). En fin, Teocaltiche oscilaba entre dependiente, autónomo y completamente independiente hasta quedar fijamente dentro de la subdelegación de Lagos a partir de 1792. Consideramos a Teocaltiche como jurisdicción propia y no agregada siempre que no disponemos de información sólida al contrario.";dummy
JUGDGDTE;En el partido de Tepic se estableció el puerto de San Blas, que se convirtió en  base para las operaciones navales españolas hacia California y a partir de 1768 tenía un estatus especial, con un comandante militar y un comisario civil. Los oficiales fueron nombrados por el virrey (([[:fuentes:gerhard-north]])), pero bajo la comandancia general de Nueva Galicia y considerado parte de la intendencia de Guadalajara. En cierto modo, San Blas tenía su propia jurisdicción, pero territorialmente siguió ser parte del partido de Tepic.;dummy
JUGDGDTL;Existe un solo nombramiento real de un alcalde mayor de Tlajomulco y Cajititlán, expedido en 1709 (AGI,Mexico,1222) y  otro de un corregidor para ambos distritos en 1700 (AGI,Mexico,1228). Aparte de esto, los corregidores fueron nombrados por la Audiencia o el gobernador de Guadalajara, comunmente para ambos distritos, pero  seguían siendo dos corregimientos aparte en informes y descripciones, como uno de 1760 sobre las jurisdicciones de Nueva Galicia (AGI,Guadalajara,330,exp.1). Es decir, ambos corregimientos formaron una jurisdicción a través de la unión personal que tradicionalmente había, pero no un corregimiento común.;dummy
